bank_name,category,question,answer
SBI,Loans,Can I get a loan for a second-hand car?,"Yes, SBI offers the 'Certified Pre-Owned Car Loan' scheme for buying used cars not more than 5 years old."
SBI,Loans,What is the SBI Loyalty Car Loan scheme?,"This is a special scheme for existing home loan borrowers of SBI, offering car loans with minimal documentation and concessional rates."
SBI,Loans,What is the SBI Xpress Credit Personal Loan?,Xpress Credit is a personal loan for salaried employees with a salary account in SBI. It offers low interest rates and quick processing.
SBI,Loans,Can I apply for a Personal Loan via YONO?,"Yes, eligible customers can avail of 'Real Time Xpress Credit' (RTXC) or Pre-Approved Personal Loans (PAPL) instantly via the YONO app in just a few clicks."
SBI,Loans,What is the maximum loan amount for Xpress Credit?,"Depending on your salary and repayment capacity, you can get a loan of up to ₹20 Lakhs to ₹30 Lakhs under the Xpress Credit scheme."
SBI,Loans,What is the SBI Pension Loan?,It is a personal loan for Central/State Govt and Defence pensioners drawing their pension through SBI. The loan limit depends on the pension amount and age.
SBI,Loans,Do I need security or a guarantor for a Personal Loan?,"Generally, Xpress Credit and Pension Loans do not require any collateral or third-party guarantee."
SBI,Loans,What is the interest rate for an Education Loan?,"Interest rates for Education Loans typically start around 11.15% p.a. for loans up to ₹7.5 Lakhs, but lower rates are available for premier institutions (IITs/IIMs)."
SBI,Loans,What is the Moratorium Period in Education Loans?,"The moratorium (repayment holiday) consists of the course period plus 1 year. You do not have to pay EMIs during this period, though paying simple interest is optional."
SBI,Loans,Is there a tax benefit on Education Loans?,"Yes, the interest paid on an Education Loan is eligible for full tax deduction under Section 80E of the Income Tax Act for up to 8 years."
SBI,Loans,What is the 'SBI Scholar Loan' scheme?,"This scheme offers loans at very low interest rates and without collateral for students securing admission to premier institutions like IITs, IIMs, and NITs."
SBI,Loans,What is the 'Global Ed-Vantage' loan?,This is an overseas education loan ranging from ₹20 Lakhs to ₹1.5 Crores. It usually requires collateral security (like a house or FD).
SBI,Loans,Does SBI offer loans for skill development?,"Yes, the 'Skill Loan Scheme' offers loans from ₹5,000 to ₹1.5 Lakhs for pursuing vocational courses."
SBI,Loans,What is the maximum loan amount for studying abroad without collateral?,"For standard loans, collateral is usually needed for amounts above ₹7.5 Lakhs. However, for top-tier institutes under Scholar Loan, limits are higher without security."
SBI,Loans,Can I transfer my existing Home Loan to SBI?,"Yes, you can switch your loan from another bank to SBI (Balance Transfer) to avail of lower interest rates. Top-up facility is also available on transfer."
SBI,Loans,What is the 'SBI Bridge Home Loan'?,This is a short-term loan (up to 2 years) to help you cover the funding gap when you buy a new house while waiting for the sale proceeds of your old house.
SBI,Loans,How do I check my loan account statement?,"Log in to Net Banking or YONO, go to 'Accounts' > 'My Borrowings' (or 'Loans'), select your loan account, and download the statement."
SBI,Loans,What happens if I miss an EMI payment?,Missing an EMI attracts penal interest (usually 2% per month on the overdue amount) and negatively impacts your CIBIL score.
SBI,Loans,Can I change my EMI date?,"Usually, the EMI date is fixed at the time of disbursement. Changing it requires a request to the branch and may involve restructuring the standing instructions."
SBI,Loans,What is a Gold Loan?,"SBI offers Gold Loans where you can pledge your gold ornaments to get instant funds for any purpose (farming, personal, or business)."
SBI,Loans,What is the LTV ratio for Home Loans?,"Loan-to-Value (LTV) ratio is the percentage of the property value the bank can fund. For loans up to ₹30 Lakhs, LTV can be up to 90%. For higher amounts, it is 75-80%."
SBI,Loans,How does the Repo Rate affect my loan?,"Since SBI loans are Repo Linked (EBLR), any increase in the RBI Repo Rate will directly increase your loan interest rate, and conversely, a cut will lower it."
SBI,Loans,What is the 'SBI Green Car Loan'?,"This is a specific loan product for purchasing Electric Vehicles (EVs), offering a longer repayment tenure (up to 8 years) and a concession on interest rates."
SBI,Loans,Can I get a loan against my Fixed Deposit?,"Yes, you can avail of a Demand Loan or Overdraft against your SBI Fixed Deposit/TDR up to 90% of the deposit value instantly via Net Banking."
SBI,Loans,What is the 'Tribal Plus' Home Loan?,This scheme is designed for Hill/Tribal areas where mortgage of land is not possible due to land laws. It provides loans for purchase or construction in these regions.
SBI,Loans,Do I need to take property insurance for a Home Loan?,"Yes, property insurance is mandatory to protect the asset against fire and other hazards during the loan tenure."
SBI,Loans,What is 'Rinn Raksha'?,SBI Life - Rinn Raksha is an optional loan insurance policy that covers the outstanding loan amount in case of the borrower's unfortunate death.
SBI,Loans,How do I get the provisional interest certificate?,You can download the provisional interest certificate for the upcoming financial year from Net Banking to submit to your employer for tax proof.
SBI,Loans,What is the processing time for a Home Loan?,"Once all documents are submitted, it typically takes 10-15 days for legal/technical verification and final sanction."
SBI,Loans,Can self-employed individuals get a Car Loan?,"Yes, self-employed individuals, professionals, and partnership firms can get a car loan by submitting ITRs for the last 2 years and bank statements."
SBI,Loans,What is the margin money in Education Loans?,"For loans up to ₹4 Lakhs, the margin is Nil. For loans above ₹4 Lakhs, the margin is 5% for studies in India and 15% for studies abroad."
SBI,Loans,Can I apply for a loan jointly with my spouse?,"Yes, adding a spouse as a co-applicant can increase your loan eligibility (by clubbing incomes) and also offers tax benefits to both."
SBI,Loans,What is the 'SBI Privilege Home Loan'?,"It is a special home loan product for employees of Central/State Governments, PSUs, and Banks, offering specific concessions."
SBI,Loans,How is interest calculated on daily reducing balance?,Interest is calculated on the outstanding principal at the end of every day. This means every EMI you pay reduces the principal and the interest burden immediately.
SBI,Loans,Can I sell my car before the loan is paid off?,"No, the car is hypothecated to the bank. You must first foreclose the loan, get the 'No Objection Certificate' (NOC), and remove the hypothecation from the RC book."
SBI,Loans,What is the 'Vidya Lakshmi' portal?,It is a government portal for students to apply for education loans. You can apply to SBI directly through the Vidya Lakshmi portal.
SBI,Loans,Does SBI finance commercial vehicles?,"Yes, SBI offers loans for purchasing commercial vehicles like trucks, buses, and tippers under its SME loan schemes."
SBI,Loans,What is a Reverse Mortgage Loan?,This loan allows senior citizens (60+) to monetize their residential property. The bank pays them a monthly amount against the property equity.
SBI,Loans,How do I close my loan account?,"Once you pay the full outstanding amount, visit your branch to collect the closure letter and original property documents. For car loans, collect the Form 35 (NOC)."
SBI,Cards,How do I activate my new SBI Debit Card?,"You can activate your new debit card by generating a Green PIN at any SBI ATM, via Internet Banking, YONO app, or by sending an SMS from your registered mobile number."
SBI,Cards,What is the daily cash withdrawal limit for SBI Global International Debit Card?,"The daily cash withdrawal limit for the SBI Global International Debit Card is ₹40,000 at ATMs."
SBI,Cards,How can I generate a Green PIN for my Debit Card via SMS?,Send an SMS 'PIN <Last 4 digits of Debit Card> <Last 4 digits of Account No>' to 567676. You will receive an OTP to set your PIN at any SBI ATM within 2 days.
SBI,Cards,What are the annual maintenance charges for an SBI Classic Debit Card?,The annual maintenance charge for the Classic Debit Card is ₹200 plus applicable GST.
SBI,Cards,How do I block my lost SBI Credit Card?,"You can block your credit card instantly via the SBI Card mobile app, by logging into sbicard.com, or by calling the helpline at 1800 180 1290."
SBI,Cards,Can I use my SBI Debit Card internationally?,"Yes, if you have an International Debit Card (like Global, Platinum, or Signature). You must enable 'International Usage' via YONO or Net Banking first."
SBI,Cards,What is the eligibility for an SBI Credit Card?,"Generally, you must be 21-70 years old with a stable source of income (Salaried or Self-Employed) and a good credit score (750+ preferred)."
SBI,Cards,How do I check my Credit Card outstanding balance?,Login to the SBI Card App or website (sbicard.com). You can also send an SMS 'BAL (Last 4 digits of card)' to 5676791.
SBI,Cards,What is the 'SimplySAVE' SBI Credit Card?,"SimplySAVE is an entry-level credit card focused on shopping rewards, offering 10x reward points on dining, movies, and grocery spends."
SBI,Cards,How do I redeem my Credit Card reward points?,"Login to the SBI Card App or website, go to 'Rewards' > 'Redeem Rewards'. You can choose from a catalogue of gifts, vouchers, or adjust them against cash balance."
SBI,Cards,What is the value of 1 Reward Point in SBI Credit Cards?,"For most standard cards like SimplySAVE, 4 Reward Points = ₹1. For premium cards, the value may be higher (e.g., 1 RP = ₹1 on certain categories)."
SBI,Cards,How do I enable contactless payments on my card?,"Login to YONO (for Debit) or SBI Card App (for Credit), go to 'Manage Card', and toggle 'Contactless Transactions' (NFC) to ON."
SBI,Cards,What is the limit for contactless transactions without PIN?,"You can make contactless payments up to ₹5,000 per transaction without entering a PIN. Amounts above this require a PIN."
SBI,Cards,How can I convert my Credit Card purchase into EMI?,"Login to the SBI Card App, select the transaction (over ₹2,500), and click 'Convert to Flexipay'. Choose the tenure and interest rate to convert it into EMI."
SBI,Cards,What is the annual fee for the SBI SimplyCLICK Credit Card?,"The annual fee is ₹499 + GST. However, this fee is reversed if you spend ₹1,00,000 or more in the previous year."
SBI,Cards,How do I check if I am eligible for EMI on my Debit Card?,"Send an SMS 'DCEMI' to 567676 from your registered mobile number. If eligible, you can use your debit card to buy products on EMI at partner stores."
SBI,Cards,What are the charges for cash withdrawal using a Credit Card?,"Cash withdrawals via Credit Card attract a transaction fee (usually 2.5% of the amount or ₹500, whichever is higher) plus interest from day one."
SBI,Cards,How do I reset my SBI Credit Card PIN?,"Login to the SBI Card website or App, go to 'Manage Pin', generate an OTP, and set a new 4-digit PIN instantly."
SBI,Cards,What is the 'SBI Card ELITE'?,"SBI Card ELITE is a premium credit card offering privileges like complimentary lounge access, lower forex markup, and higher reward points."
SBI,Cards,Can I get an Add-on Credit Card for my family member?,"Yes, you can apply for an Add-on card for family members (above 18 years) via the SBI Card website. It shares your primary credit limit."
SBI,Cards,What happens if I pay only the 'Minimum Amount Due'?,Paying only the minimum amount keeps your account active but interest will be charged on the remaining unpaid balance and on new transactions.
SBI,Cards,How do I report a transaction dispute on my Credit Card?,"Login to sbicard.com, go to 'Services' > 'Dispute Transaction', select the transaction, and submit the details along with any proof."
SBI,Cards,What is the daily withdrawal limit for SBI Platinum Debit Card?,"The SBI Platinum Debit Card offers a higher daily cash withdrawal limit of ₹1,00,000 at ATMs."
SBI,Cards,Are there charges for using non-SBI ATMs?,"Yes, after exhausting your free limit (usually 3 in metros, 5 in non-metros), you are charged approx ₹20 + GST per withdrawal at other bank ATMs."
SBI,Cards,How do I apply for a replacement Debit Card?,"You can request a replacement card via YONO, Net Banking, or by visiting your branch if your card is damaged or lost. Replacement charges apply."
SBI,Cards,What is the 'Encash' facility on SBI Credit Cards?,Encash is a pre-approved personal loan facility on your credit card limit. You can transfer funds to your bank account instantly and repay in EMIs.
SBI,Cards,How do I increase my Credit Card limit?,SBI Card periodically offers limit increases based on usage and repayment. Check the 'Offers' section in the app or send SMS 'INCR' to 5676791 to check eligibility.
SBI,Cards,What is the foreign currency markup fee on SBI Credit Cards?,Standard cards charge 3.5% + GST on international transactions. Premium cards like ELITE charge a lower markup of 1.99% + GST.
SBI,Cards,How do I pay my Credit Card bill?,"You can pay via NEFT (IFSC: SBIN00CARDS), BillDesk, YONO App, UPI, or Auto Debit from your SBI savings account."
SBI,Cards,What is the 'Balance Transfer' facility?,You can transfer the outstanding balance of other bank credit cards to your SBI Card at a lower interest rate and pay it back in EMIs.
SBI,Cards,Can I change the billing cycle of my Credit Card?,"Yes, you can change your billing cycle date once by calling the customer helpline or logging a request through the website."
SBI,Cards,What is the validity of Reward Points?,"Reward points on most SBI Credit Cards differ by card type. Generally, they are valid for 2 years from the date of accrual."
SBI,Cards,How do I close my SBI Credit Card?,"You can submit a closure request via the SBI Card App ('Service Request' section), website, or by writing to customercare@sbicard.com."
SBI,Cards,What is the 'Virtual' Debit Card?,SBI offers a Virtual Debit Card for online transactions. It has no physical existence and can be generated instantly via YONO for safer online shopping.
SBI,Cards,How do I track the delivery of my new card?,"Once dispatched, you will receive an AWB number via SMS. You can track the courier status on the respective courier company's website."
SBI,Cards,What is the CVV number?,CVV is a 3-digit security code printed on the back of your card. It is required for authorizing online transactions. Never share it with anyone.
SBI,Cards,Can I use my Debit Card for EMI on Amazon/Flipkart?,"Yes, if you are eligible (check via SMS 'DCEMI' to 567676), you can select 'Debit Card EMI' at the payment checkout on these platforms."
SBI,Cards,What is the 'Pulse' Credit Card?,SBI Card PULSE is a health and fitness-focused credit card that comes with a complimentary Noise ColorFit Pulse smartwatch and Fitpass membership.
SBI,Cards,How do I update my mobile number for Credit Card alerts?,Login to sbicard.com > 'My Profile' > 'Quick Contact' > 'Edit Contact Details'. You will need an OTP sent to your old number or email to verify.
SBI,Cards,What is the fuel surcharge waiver?,"Most SBI Credit Cards offer a 1% fuel surcharge waiver on transactions between ₹500 and ₹3,000 at petrol pumps across India."
SBI,Cards,How do I enable online usage on my new Debit Card?,"As per RBI rules, new cards have online usage disabled by default. Enable it via YONO app ('Manage Cards') or by sending SMS 'SWON ECOM <last 4 digits>' to 09223966666."
SBI,Cards,What is the 'Aurum' Credit Card?,"Aurum is the super-premium, invitation-only credit card from SBI with a metal form factor and exclusive lifestyle privileges."
SBI,Cards,Can I withdraw cash from a Credit Card abroad?,"Yes, but it attracts high charges (Cash Advance Fee + Forex Markup). It is advisable to use a Forex Card or Debit Card for cash withdrawals abroad."
SBI,Cards,What should I do if my card gets stuck in the ATM?,Do not leave the ATM. Call the bank helpline immediately to block the card. You will have to apply for a new card.
SBI,Cards,How do I check my Debit Card expiry date?,"The expiry date (MM/YY) is printed on the front of your physical card. For virtual cards, you can see it in the YONO app."
SBI,Cards,What is the 'Priority Pass' membership?,"Available with premium cards like Platinum/ELITE, it gives you access to international airport lounges. You may need to apply for the Priority Pass card separately."
SBI,Cards,How do I register for an e-Statement for my Credit Card?,Login to sbicard.com > 'My Account' > 'Statement Preferences'. Select 'Email Statement' to receive your monthly bills via email.
SBI,Cards,What is the 'Cashback' SBI Card?,"This card offers 5% cashback on all online spends without any merchant restrictions, making it ideal for heavy online shoppers."
SBI,Cards,How do I block a specific transaction channel?,"Use the 'Manage Card' feature in YONO or SBI Card App to individually switch off ATM, POS, Online, or Contactless channels for security."
SBI,Cards,What is the late payment fee?,"If you do not pay the minimum amount due by the due date, a late payment fee is charged based on your total outstanding balance (can range from ₹400 to ₹1300)."
SBI,Cards,Can I pay my rent using an SBI Credit Card?,"Yes, third-party platforms allow rent payment via credit card, but SBI charges a processing fee (e.g., ₹199 + GST) for rent payment transactions."
SBI,Cards,How do I get a refund for a failed ATM transaction?,"If cash is not dispensed but account is debited, the amount usually reverses in 24 hours. If not, log a complaint at crcf.sbi.co.in. Bank must refund within T+5 days or pay penalty."
SBI,Cards,What is the difference between Visa and RuPay cards?,"Visa is an international payment network, while RuPay is India's domestic network. RuPay cards often have lower charges and exclusive offers on Indian merchant sites."
SBI,Cards,How do I check my reward points summary?,Your latest reward points balance is mentioned in your monthly credit card statement and is also visible on the dashboard of the SBI Card App.
SBI,Cards,What is the toll-free number for SBI Credit Card customer care?,The toll-free numbers are 1800 180 1290 and 1860 180 1290.
SBI,Profile Management,How do I update my mobile number via Internet Banking?,"Log in to onlinesbi.sbi, go to 'Profile' > 'Personal Details/Mobile'. Click the mobile icon, enter the new number, and verify using OTPs sent to both old and new numbers or via ATM verification."
SBI,Profile Management,How can I change my registered mobile number if I lost the old SIM?,"If you don't have the old SIM, you must visit your nearest SBI branch or use an SBI ATM (if you have an active debit card) to register the new number."
SBI,Profile Management,What is the process to update my mobile number at an SBI ATM?,"Swipe your card, select 'Registration' > 'Mobile Number Registration' > 'Change Mobile Number'. Enter your old and new numbers. You will receive an OTP and reference code to complete the process via SMS."
SBI,Profile Management,How do I update my Email ID online?,"Log in to Net Banking, go to 'Profile' > 'Personal Details/Mobile'. Click the Email ID icon, enter the new email, and approve the update via an OTP sent to your registered mobile number."
SBI,Profile Management,Can I change my residential address online?,"Yes, you can update your address via Net Banking by uploading officially valid documents (like Aadhaar/Passport) or via DigiLocker. However, final verification may sometimes require a branch visit."
SBI,Profile Management,How do I link my PAN card to my SBI account online?,"Log in to Net Banking, navigate to 'Profile' > 'PAN Registration'. Enter your PAN number, re-enter to confirm, and submit. It typically updates within 7 working days."
SBI,Profile Management,Is it mandatory to link PAN to my savings account?,"Yes, linking PAN is mandatory for high-value transactions (above ₹50,000) and to avoid higher TDS deduction on interest earnings."
SBI,Profile Management,How do I check if my PAN is already linked?,"Go to the 'Profile' section in Net Banking or YONO. If your PAN is linked, it will be displayed under 'Personal Details'."
SBI,Profile Management,How can I add a nominee to my account online?,"Log in to Net Banking, go to 'Request & Enquiries' > 'Online Nomination'. Select the account, enter nominee details (Name, Age, Relation), and submit via OTP."
SBI,Profile Management,Can I change or cancel an existing nominee online?,"Yes, under the 'Online Nomination' tab in Net Banking, you can choose to 'Cancel Nomination' or 'Modify Nomination' for any of your active accounts."
SBI,Profile Management,How do I view the nominee registered for my account?,"In YONO, go to 'Services' > 'Account Nominee' to view details. In Net Banking, use the 'Online Nomination' > 'Inquire Nomination' option."
SBI,Profile Management,How do I link my Aadhaar number to my bank account?,"You can link it via Net Banking ('My Accounts' > 'Link your Aadhaar Number'), YONO App, SBI ATM, or by visiting your branch with a copy of your Aadhaar card."
SBI,Profile Management,What is the benefit of linking Aadhaar to my account?,Linking Aadhaar allows you to receive Direct Benefit Transfers (DBT) like gas subsidies and government scholarships directly into your account.
SBI,Profile Management,How do I transfer my savings account to another SBI branch online?,"Log in to Net Banking, go to 'e-Services' > 'Transfer of Savings Account'. Select the account, enter the new branch code (IFSC), and submit. It takes roughly 3-7 days."
SBI,Profile Management,Can I change my name in the bank records online?,"No, for a name change (due to marriage or legal change), you must visit your home branch with original gazette notification or marriage certificate and fresh KYC documents."
SBI,Profile Management,How do I convert my minor account to a major account?,"Once you turn 18, you must visit the branch to submit fresh KYC (PAN, Aadhaar) and a new specimen signature to convert the account status and get full operational rights."
SBI,Profile Management,What documents are required to update my signature?,You need to visit the branch and submit a request letter along with photo ID proof and your new specimen signature in the presence of a bank official.
SBI,Profile Management,How do I update my occupation or income details?,"You can update demographic details like occupation, income, and education through the 'Profile' section in Net Banking or via the 'Re-KYC' option in YONO."
SBI,Profile Management,What is Re-KYC and can I do it online?,"Re-KYC is the periodic updation of KYC documents. If there is no change in your details, you can complete it via the YONO app or by emailing your documents to your branch."
SBI,Profile Management,How do I find my CIF number?,"Your CIF (Customer Information File) number is available in your Passbook, Cheque Book, and on the first page of your Net Banking/YONO profile."
SBI,Profile Management,Can I merge two different CIF numbers?,"If you have multiple CIFs, you should request the branch to merge them into a single CIF to maintain a unified view of your accounts and avoid KYC issues."
SBI,Profile Management,How do I enable SMS alerts for my account?,"Visit your branch or use Net Banking: 'Profile' > 'High Security Options' > 'SMS Alerts'. You can choose to receive alerts for credits, debits, or both."
SBI,Profile Management,How do I change my Net Banking username?,"You cannot change your unique Net Banking username once it is created. If you have forgotten it, you can retrieve it using the 'Forgot Username' option."
SBI,Profile Management,What should I do if I forgot my Net Banking username?,"Click 'Forgot Username' on the login page. Enter your CIF number, Country, and Registered Mobile Number to receive the username via SMS."
SBI,Profile Management,How do I reset my Login Password?,"Click 'Forgot Login Password', enter details (Username, Account No, Mobile). You can reset it using your ATM Card details or Profile Password without visiting the branch."
SBI,Profile Management,What is the 'Profile Password' used for?,"It is a secondary password used to authorize profile changes (like adding beneficiaries, changing mobile number/email) to ensure extra security."
SBI,Profile Management,How do I recover my forgotten Profile Password?,Go to 'Profile' > 'Forgot Profile Password'. Reset it by answering your Hint Question or by approving via OTP if your mobile number is registered.
SBI,Profile Management,How can I register for e-Statements?,"Log in to Net Banking or YONO, go to 'My Accounts' > 'Statement Preferences', and select 'Email Statement' to get monthly statements in your inbox."
SBI,Profile Management,How do I stop physical statements to save paper?,"Once you register for e-Statements, you can request the branch or use Net Banking to discontinue physical statements."
SBI,Profile Management,How do I update my Form 60 if I don't have a PAN?,"If you do not have a PAN, you must visit the branch to submit Form 60 physically. Online updates usually require a valid PAN."
SBI,Profile Management,Can I update my Date of Birth online?,"No, Date of Birth is a critical identifier. Correction requires a branch visit with valid proof like a Birth Certificate, Passport, or PAN Card."
SBI,Profile Management,How do I enable or disable transaction rights on my account?,Log in to Net Banking > 'Request & Enquiries' > 'Upgrade Access Level'. You can switch between 'View Only' and 'Full Transaction Rights'.
SBI,Profile Management,What is CKYCR number?,The Central KYC Registry (CKYCR) number is a 14-digit unique identifier linked to your KYC records. You can find it in your profile if your KYC is registered centrally.
SBI,Profile Management,How do I check my current KYC status?,You can check if your KYC is compliant or due for update by logging into the YONO app. A banner usually appears if Re-KYC is due.
SBI,Profile Management,Can I change my Home Branch to a location in another city?,"Yes, SBI allows inter-city branch transfer online via Net Banking or YONO. Your account number remains the same."
SBI,Profile Management,How do I update my passport details in the bank records?,You can update passport details (useful for foreign travel usage) by visiting the branch or updating ID proofs via the Re-KYC module online.
SBI,Profile Management,How do I link my LPG ID for subsidy?,You can link your LPG ID in the 'DBT/LPG Linking' section of Net Banking or by submitting the form at your distributor or bank branch.
SBI,Profile Management,What to do if my name on PAN and Bank Account do not match?,"If there is a minor spelling mismatch, it might link successfully. For major discrepancies, you must correct your name in the Bank or PAN records to match exactly."
SBI,Profile Management,How do I surrender my locker facility?,"Locker surrender requires a physical visit to the branch. You must empty the locker, return the key, and sign the surrender form."
SBI,Profile Management,How can I update my FATCA/CRS details?,FATCA (Foreign Account Tax Compliance Act) details can be updated via Net Banking under 'Profile' > 'Manage FATCA/CRS' to declare your tax residency status.
SBI,Profile Management,Can I have different mobile numbers for different accounts?,"Ideally, all accounts under one CIF should have the same mobile number for security. Using different numbers may prevent you from seeing all accounts in YONO."
SBI,Profile Management,How do I deregister from YONO?,Go to YONO Settings > 'Manage Profile' > 'Deregister'. This will remove your device access. You will need to register again to use the app.
SBI,Profile Management,How do I verify my email address?,"After entering the email in your profile, click 'Verify'. An OTP is sent to the email. Enter this OTP in the system to mark the email as 'Verified'."
SBI,Profile Management,Can I update my mobile number via SMS?,"No, for security reasons, you cannot update your mobile number by just sending an SMS. You need authentication via ATM card or Net Banking."
SBI,Profile Management,How do I change the language of SMS alerts?,"Currently, standard system alerts are in English. However, for specific services like 'SBI Quick', you may have options to receive responses in Hindi."
SBI,Profile Management,What is the 'Hint Question' in Profile?,The Hint Question is a security question you set during registration. It helps you reset your Profile Password if you forget it.
SBI,Profile Management,How do I unblock my User ID?,"If locked due to wrong attempts, it unlocks automatically in 24 hours. For immediate unlocking, use the 'Lock/Unlock User' feature on the login page."
SBI,Profile Management,How do I change my mailing address for cheque books?,Cheque books are delivered to the registered address. You must update your address in the profile first before requesting a new cheque book.
SBI,Profile Management,Can I hide my account balance from the dashboard?,"In YONO, you can customize the dashboard to hide specific account balances for privacy using the 'Settings' menu."
SBI,Profile Management,How do I link a minor's account to my YONO?,"A minor's account is usually operated separately. However, if you are the guardian, you can view it if the CIFs are properly linked at the branch level."
SBI,Profile Management,How do I check pending service requests?,Log in to Net Banking > 'Status Enquiry' or YONO > 'Service Requests' to track the status of your profile update requests.
SBI,Profile Management,How do I separate a joint account into individual accounts?,You cannot 'split' a joint account. You must close the joint account and open new individual accounts for each holder.
SBI,Charges,What is the penalty for non-maintenance of Average Monthly Balance (AMB)?,"Currently, SBI has waived the Average Monthly Balance (AMB) requirement for all Savings Bank accounts. There is zero penalty for non-maintenance."
SBI,Charges,What are the charges for IMPS transactions online?,"IMPS transactions up to ₹5 Lakhs initiated via Net Banking, Mobile Banking, and YONO are free of cost."
SBI,Charges,What are the charges for IMPS transactions done at the branch?,"For branch-initiated IMPS, charges range from ₹2.50 to ₹20 + GST depending on the amount slab (e.g., ₹2.50 for up to ₹10,000)."
SBI,Charges,Are NEFT and RTGS transactions free?,"Yes, NEFT and RTGS transactions initiated through digital channels (YONO, Net Banking) are completely free for savings account holders."
SBI,Charges,What are the charges for NEFT done at the branch?,Branch-initiated NEFT attracts charges from ₹2.50 to ₹25 + GST depending on the amount.
SBI,Charges,What are the charges for RTGS done at the branch?,"For branch-initiated RTGS, the charges are ₹25 + GST for amounts between ₹2 Lakhs and ₹5 Lakhs, and ₹50 + GST for amounts above ₹5 Lakhs."
SBI,Charges,What is the annual maintenance charge for a Classic/Global Debit Card?,"The annual maintenance charge for Classic, Silver, Global, and Contactless Debit Cards is ₹200 + GST."
SBI,Charges,How much is the annual fee for a Platinum Debit Card?,The annual maintenance charge for an SBI Platinum Debit Card is ₹250 + GST.
SBI,Charges,What are the charges for debit card replacement?,"If you request a replacement for a lost or damaged debit card, a fee of ₹300 + GST is charged."
SBI,Charges,How many free ATM transactions do I get per month?,You get 5 free transactions at SBI ATMs and 3 free transactions at other bank ATMs (in metros) or 5 (in non-metros) per month.
SBI,Charges,What is the charge for ATM withdrawal after the free limit?,"Beyond the free limit, financial transactions (cash withdrawal) are charged at ₹20 + GST per transaction at any bank's ATM."
SBI,Charges,Is there a charge for non-financial ATM transactions like balance enquiry?,"Yes, after the free limit, non-financial transactions (Balance Enquiry, Mini Statement) are charged at ₹5 + GST (at SBI ATMs) or ₹8 + GST (at other bank ATMs)."
SBI,Charges,What are the charges for cash deposit at a non-home branch?,"Cash deposits up to ₹2 Lakhs per day at non-home branches are free. Beyond the limit, charges may apply as per the specific account scheme."
SBI,Charges,What is the cash withdrawal limit at a non-home branch?,"You can withdraw up to ₹50,000 per day using a withdrawal form accompanied by your passbook at a non-home branch."
SBI,Charges,Are there charges for cash deposit at Cash Deposit Machines (CDM)?,Depositing cash into your own account via CDM using a debit card is free. Cardless deposits are charged at ₹22 + GST per transaction.
SBI,Charges,What are the SMS alert charges?,"SMS alert charges are currently ₹12 + GST per quarter. However, this is often waived for accounts maintaining a certain higher average balance."
SBI,Charges,What is the cost of a cheque book?,"The first 10 cheque leaves in a financial year are free. Thereafter, a 10-leaf book costs ₹40 + GST, and a 25-leaf book costs ₹75 + GST."
SBI,Charges,What are the charges for stopping a cheque payment?,Stop payment instructions are charged at ₹100 + GST per cheque and a maximum of ₹500 + GST per series/instance.
SBI,Charges,What are the charges for a returned cheque (bounced cheque)?,"For cheques deposited by you that get returned unpaid, the charge ranges from ₹150 to ₹250 + GST depending on the amount."
SBI,Charges,What is the penalty if my issued cheque bounces due to insufficient funds?,"If a cheque issued by you bounces, the penalty ranges from ₹500 to ₹1000 + GST depending on the amount, plus potential legal consequences."
SBI,Charges,What are the charges for issuing a Demand Draft (DD)?,"DD issue charges vary by amount. For example, for amounts between ₹10,000 and ₹1,00,000, the charge is ₹5 per ₹1,000 (Min ₹60)."
SBI,Charges,Is there a charge for cancelling a Demand Draft?,"Yes, cancellation or revalidation of a DD attracts a fee of ₹150 + GST."
SBI,Charges,What are the account closure charges?,No charges if closed within 14 days. ₹500 + GST if closed between 15 days and 1 year. No charges if closed after 1 year.
SBI,Charges,What are the locker rent charges?,"Locker rent depends on size and location (Urban/Metro/Rural). It ranges roughly from ₹1,500 to ₹12,000 per annum + GST."
SBI,Charges,Is there a penalty for late payment of locker rent?,"Yes, a penalty is charged for delayed payment of locker rent, typically ranging from 10% to 40% of the annual rent depending on the delay period."
SBI,Charges,What are the charges for Standing Instructions (SI)?,"Setting up an SI is usually free. However, if an SI fails due to insufficient funds, a penalty of approx ₹250 + GST is charged."
SBI,Charges,What are the charges for duplicate passbook issuance?,"If you lose your passbook, a duplicate passbook can be issued for a fee of ₹100 + GST."
SBI,Charges,What is the fee for signature verification?,Signature verification or attestation by the branch is charged at ₹150 + GST per instance.
SBI,Charges,Are there charges for using YONO Cash?,"No, withdrawing money using YONO Cash (cardless withdrawal) is free of cost and does not count towards your debit card ATM limits in some schemes."
SBI,Charges,What is the surcharge for using a Debit Card at a petrol pump?,"There is no surcharge for using an SBI Debit Card at petrol pumps. However, standard MDR charges may be borne by the merchant."
SBI,Charges,What are the charges for international debit card usage?,"For international ATM withdrawals, the charge is ₹100 (min) + 3.5% of the transaction amount. For POS/Online, the markup is 3% of the transaction amount."
SBI,Charges,What is the interchange fee?,Interchange fee is a backend fee paid between banks for card transactions. Customers generally do not pay this directly for domestic retail usage.
